time (s),Current (A), Voltage (V), Power (W), Battery Temp (C), Ambient Temp (C)
1733.215764,-2.5999,3.1066,-8.076,22.454473,20.076682
1734.21509,-2.5933,3.1056,-8.0536,22.417109,20.095498
1735.213659,-2.5613,3.1074,-7.9584,22.438372,20.095338
1736.211915,-2.5698,3.1064,-7.9826,22.449392,20.07011
1737.211615,-2.5772,3.1075,-8.0084,22.456484,20.080177
1738.211693,-2.5866,3.1061,-8.034,22.439919,20.090597
1739.212147,-2.5916,3.1064,-8.0502,22.442469,20.096483
1740.212722,-2.5945,3.106,-8.0583,22.460064,20.087837
1741.212252,-2.5778,3.1056,-8.0054,22.449982,20.106603
1742.213546,-2.5935,3.1055,-8.054,22.455652,20.107844
1743.211374,-2.6273,3.1058,-8.1593,22.447494,20.100408
1744.216912,-2.5746,3.1059,-7.9961,22.449866,20.111299
1745.215446,-2.6068,3.1059,-8.096,22.453743,20.108151
1746.212082,-2.6035,3.106,-8.0859,22.450782,20.086307
1747.213524,-2.5948,3.1057,-8.0584,22.459487,20.110576
1748.212762,-2.5669,3.1056,-7.9712,22.46919,20.100683
1749.210181,-2.5985,3.1049,-8.0675,22.455544,20.111067
1750.213189,-2.5606,3.1059,-7.9523,22.477176,20.117569
1751.215501,-2.5933,3.1043,-8.0498,22.470841,20.107519
1752.213841,-2.5902,3.1053,-8.0432,22.471024,20.112514
1753.215875,-2.5784,3.1058,-8.0079,22.467826,20.117083
1754.216435,-2.5878,3.1056,-8.0365,22.467584,20.109807
1755.212302,-2.6037,3.1049,-8.0841,22.462567,20.116623
1756.213473,-2.6045,3.104,-8.0838,22.465941,20.098167
1757.215392,-2.587,3.1033,-8.0282,22.471241,20.098297
1758.211184,-2.6134,3.1042,-8.112,22.469841,20.104666
1759.212126,-2.6129,3.1045,-8.1115,22.477088,20.130805
1760.212842,-2.6303,3.1047,-8.1658,22.480123,20.128665
1761.212443,-2.6118,3.104,-8.1064,22.476081,20.11351
1762.21182,-2.5792,3.1042,-8.006,22.479555,20.115512
1763.213035,-2.609,3.1049,-8.1,22.482882,20.118106
1764.211675,-2.6277,3.1035,-8.1551,22.486912,20.112521
1765.212114,-2.5828,3.1035,-8.0155,22.491261,20.11873
1766.21265,-2.6124,3.1043,-8.1093,22.503496,20.116186
1767.216095,-2.579,3.1037,-8.0042,22.494423,20.123378
1768.212327,-2.6113,3.1037,-8.1043,22.488983,20.12755
1769.215147,-2.5932,3.1045,-8.0504,22.49652,20.12511
1770.209823,-2.5868,3.1042,-8.0296,22.501135,20.129365
1771.215131,-2.5635,3.1036,-7.9557,22.504879,20.132006
1772.208928,-2.6148,3.1032,-8.1141,22.512685,20.138348
1773.215374,-2.6054,3.1037,-8.0854,22.509807,20.132133
1774.215168,-2.6186,3.1032,-8.1259,22.508985,20.148705
1775.216424,-2.5893,3.1038,-8.0362,22.50988,20.128506
1776.212401,-2.5923,3.1029,-8.0433,22.512247,20.146052
1777.212454,-2.5996,3.1027,-8.065,22.502272,20.154562
1778.214266,-2.5805,3.1028,-8.0061,22.500425,20.155672
1779.213623,-2.5963,3.1024,-8.0545,22.503132,20.148391
1780.214308,-2.5772,3.1035,-7.9979,22.514321,20.14591
1781.212069,-2.6074,3.1035,-8.0919,22.510672,20.147805
1782.21206,-2.6319,3.1018,-8.1632,22.515254,20.135372
1783.212592,-2.6011,3.103,-8.0707,22.507924,20.140239
1784.21516,-2.5924,3.1027,-8.043,22.523879,20.145865
1785.213134,-2.6272,3.103,-8.1523,22.51401,20.143008
1786.212926,-2.5925,3.1025,-8.0427,22.526928,20.14633
1787.213904,-2.6144,3.1014,-8.1078,22.544865,20.165785
1788.214089,-2.5937,3.102,-8.0455,22.525338,20.15732
1789.213148,-2.6146,3.1034,-8.114,22.522776,20.169928
1790.214393,-2.601,3.1027,-8.0701,22.541024,20.158975
1791.212774,-2.6237,3.1017,-8.1376,22.529129,20.147795
1792.211481,-2.5884,3.1031,-8.0316,22.538622,20.16138
1793.216856,-2.6175,3.1018,-8.1186,22.536793,20.166579
1794.213984,-2.5883,3.1017,-8.0278,22.549642,20.164281
1795.216498,-2.6265,3.1012,-8.1451,22.545837,20.16861
1796.21435,-2.6063,3.1028,-8.0866,22.53549,20.163793
1797.214853,-2.619,3.1014,-8.1224,22.542844,20.172643
1798.211158,-2.593,3.1019,-8.0427,22.545825,20.186363
1799.213566,-2.5813,3.1008,-8.0037,22.546637,20.168302
1800.210924,-2.6271,3.1015,-8.1478,22.561224,20.167005
1801.210621,-2.6095,3.102,-8.0946,22.555362,20.177786
1802.211392,-2.6096,3.1022,-8.0952,22.549506,20.185611
1803.214787,-2.591,3.1006,-8.0329,22.551217,20.184365
1804.219003,-2.6137,3.1017,-8.1066,22.567384,20.172439
1805.211281,-2.5558,3.1026,-7.929,22.55538,20.185206
1806.213229,-2.6195,3.1012,-8.1237,22.559357,20.178088
1807.211999,-2.6325,3.1001,-8.1605,22.560619,20.17232
1808.215744,-2.6125,3.1016,-8.103,22.557608,20.190029
1809.214128,-2.596,3.101,-8.05,22.571163,20.185478
1810.216996,-2.6053,3.1009,-8.0785,22.563325,20.183175
1811.217407,-2.5998,3.1014,-8.0629,22.565198,20.169878
1812.213062,-2.6205,3.1009,-8.1256,22.570652,20.155728
1813.212184,-2.5971,3.1012,-8.0542,22.564608,20.15004
1814.212238,-2.6077,3.1014,-8.087,22.583705,20.17066
1815.212812,-2.6115,3.1014,-8.0989,22.587472,20.147047
1816.213358,-2.6155,3.0993,-8.105,22.570954,20.148999
1817.212186,-2.6126,3.0998,-8.0983,22.578335,20.144552
1818.213363,-2.5889,3.102,-8.0305,22.571584,20.138156
1819.211286,-2.6125,3.1001,-8.0981,22.585479,20.118771
1820.21814,-2.6069,3.1006,-8.0827,22.577718,20.128758
1821.212502,-2.5725,3.1001,-7.9751,22.594413,20.119212
1822.210655,-2.6154,3.0997,-8.1061,22.576947,20.113921
1823.212491,-2.5767,3.1007,-7.9894,22.574941,20.104879
1824.213986,-2.5848,3.1,-8.0126,22.593769,20.088217
1825.213471,-2.5971,3.1005,-8.0519,22.595578,20.072264
1826.212941,-2.5691,3.0998,-7.9636,22.600565,20.064307
1827.211697,-2.6218,3.0996,-8.126,22.597289,20.056212
1828.215871,-2.5963,3.0999,-8.0484,22.586943,20.064719
1829.215262,-2.6041,3.0993,-8.0701,22.605827,20.043672
1830.214864,-2.5914,3.0992,-8.0309,22.596725,20.026035
1831.216064,-2.6127,3.099,-8.0966,22.605157,20.027824
1832.216116,-2.5759,3.0993,-7.9833,22.600513,20.016136
1833.21265,-2.5934,3.0981,-8.0344,22.607205,20.034689
1834.214498,-2.6107,3.0991,-8.0906,22.609129,20.019219
1835.213523,-2.6078,3.0992,-8.0813,22.593506,20.020588
1836.213919,-2.5864,3.0992,-8.0152,22.609963,20.012282
1837.212595,-2.6288,3.1002,-8.15,22.612808,20.004769
1838.212306,-2.5941,3.1001,-8.0416,22.621721,19.993715
1839.211403,-2.6,3.0988,-8.0564,22.618682,20.003624
1840.212379,-2.5923,3.0982,-8.0308,22.605358,19.983606
1841.212255,-2.6125,3.0985,-8.0948,22.611099,20.013421
1842.213172,-2.6025,3.0989,-8.0643,22.619906,20.011514
1843.213919,-2.6147,3.0992,-8.1032,22.622728,19.991392
1844.214896,-2.6197,3.0987,-8.1172,22.62765,19.990034
1845.215321,-2.6023,3.0996,-8.0657,22.629574,19.990851
1846.212976,-2.6241,3.0983,-8.1299,22.617727,19.990452
1847.212851,-2.6037,3.0989,-8.0682,22.63439,19.982353
1848.213367,-2.5902,3.098,-8.0244,22.62782,19.98206
1849.215703,-2.5985,3.0985,-8.0515,22.615888,19.983056
1850.215897,-2.5983,3.0987,-8.051,22.630947,19.995929
1851.215292,-2.5949,3.0976,-8.0377,22.623272,20.02081
1852.214103,-2.6192,3.0979,-8.1136,22.641361,19.993043
1853.213866,-2.5798,3.0975,-7.9908,22.640012,19.990209
1854.215791,-2.6128,3.0965,-8.0903,22.629031,19.9966
1855.2123,-2.5915,3.0973,-8.0264,22.622009,19.98475
1856.216049,-2.6006,3.0981,-8.0568,22.630078,19.968407
1857.212434,-2.5957,3.0976,-8.0399,22.635854,19.980859
1858.213818,-2.607,3.0977,-8.0751,22.646319,20.004675
1859.212102,-2.6045,3.0976,-8.067,22.638006,19.993381
1860.212388,-2.5886,3.0972,-8.0166,22.646101,19.987799
1861.21206,-2.5744,3.098,-7.975,22.651925,19.976239
1862.212561,-2.5937,3.0976,-8.0338,22.651948,19.984036
1863.211298,-2.5861,3.0977,-8.0105,22.653001,19.966583
1864.218748,-2.587,3.0973,-8.0121,22.658508,19.970623
1865.214528,-2.6167,3.0971,-8.104,22.647164,19.960362
1866.214915,-2.6085,3.098,-8.081,22.649956,19.975376
1867.21347,-2.6353,3.0967,-8.1601,22.654491,19.989917
1868.214793,-2.601,3.0968,-8.0542,22.666276,19.981001
1869.21411,-2.5843,3.0964,-8.0017,22.656989,19.985757
1870.21675,-2.6083,3.0966,-8.0766,22.662284,19.973297
1871.214181,-2.6176,3.0972,-8.1069,22.656952,19.949814
1872.214396,-2.5889,3.0963,-8.0155,22.667926,19.953411
1873.211727,-2.6007,3.0968,-8.0535,22.645549,19.946898
1874.212989,-2.6111,3.0958,-8.0833,22.656259,19.955042
1875.213872,-2.6048,3.0962,-8.0646,22.673477,19.985997
1876.212399,-2.5857,3.096,-8.0053,22.658754,19.978272
1877.21471,-2.6026,3.0969,-8.0596,22.666902,19.976075
1878.215258,-2.6102,3.0958,-8.0805,22.646504,19.98154
1879.21445,-2.6146,3.0944,-8.0903,22.667237,19.969748
1880.212855,-2.592,3.096,-8.0249,22.651693,19.980819
1881.212766,-2.6124,3.0959,-8.087,22.679437,19.973834
1882.217945,-2.6261,3.0967,-8.1314,22.654717,19.955717
1883.214003,-2.6063,3.0944,-8.0648,22.66545,19.950929
1884.210677,-2.5985,3.0955,-8.0433,22.667373,19.956929
1885.214516,-2.5964,3.0962,-8.0388,22.674863,19.945187
1886.214776,-2.5986,3.0953,-8.0433,22.673644,19.950628
1887.214374,-2.5909,3.0958,-8.0206,22.668995,19.945598
1888.21594,-2.5919,3.0963,-8.0247,22.675926,19.954027
1889.21472,-2.6049,3.0945,-8.0604,22.68447,19.969255
1890.213659,-2.5887,3.0946,-8.011,22.67162,19.958595
1891.213519,-2.6108,3.0952,-8.0801,22.684646,19.969431
1892.214388,-2.6104,3.0956,-8.0808,22.672489,19.956875
1893.213682,-2.5801,3.0945,-7.9838,22.664382,19.943565
1894.211318,-2.5847,3.0955,-8.0008,22.67952,19.953557
1895.212672,-2.6212,3.0949,-8.1118,22.678516,19.933302
1896.215073,-2.6118,3.0942,-8.0813,22.683734,19.95334
1897.21265,-2.5917,3.094,-8.0184,22.681935,19.962272
1898.213744,-2.6068,3.0948,-8.0672,22.6871,19.962637
1899.216587,-2.5884,3.0937,-8.0075,22.683405,19.954121
1900.212682,-2.6077,3.0945,-8.0686,22.675648,19.959671
1901.215147,-2.5898,3.0952,-8.0156,22.690547,19.962761
1902.211637,-2.5941,3.095,-8.0284,22.69653,19.936553
1903.213871,-2.6013,3.0951,-8.051,22.697872,19.956407
1904.217187,-2.5946,3.0943,-8.0279,22.694621,19.964253
1905.216973,-2.6134,3.0943,-8.0862,22.694066,19.944448
1906.215582,-2.5937,3.0945,-8.0261,22.691635,19.941271
1907.213611,-2.6115,3.0941,-8.0801,22.694768,19.949224
1908.215771,-2.5838,3.094,-7.9941,22.680654,19.958026
1909.212059,-2.6044,3.0948,-8.0601,22.68872,19.944271
1910.214038,-2.6079,3.0932,-8.0661,22.69737,19.949241
1911.212949,-2.6081,3.0941,-8.0692,22.692458,19.924698
1912.211729,-2.6019,3.0941,-8.0506,22.699364,19.936062
1913.213778,-2.6078,3.0937,-8.0673,22.701468,19.931879
1914.214974,-2.6094,3.093,-8.0707,22.689705,19.918606
1915.215153,-2.616,3.0918,-8.0879,22.691122,19.924468
1916.214687,-2.5826,3.0935,-7.9888,22.689034,19.925337
1917.213238,-2.5912,3.0941,-8.0169,22.711743,19.928482
1918.213734,-2.6032,3.0919,-8.0487,22.707123,19.930515
1919.215091,-2.5852,3.0932,-7.9964,22.707544,19.928345
1920.214011,-2.5989,3.093,-8.0379,22.701944,19.910886
1921.215149,-2.5868,3.092,-7.9983,22.708032,19.92032
1922.21587,-2.598,3.0936,-8.037,22.686431,19.913843
1923.218469,-2.6121,3.0931,-8.0792,22.708529,19.891943
1924.213467,-2.6188,3.0938,-8.1017,22.700613,19.919916
1925.211332,-2.5894,3.0917,-8.0054,22.711553,19.929033
1926.216845,-2.5821,3.0937,-7.9882,22.711737,19.918852
1927.212015,-2.6017,3.0927,-8.0462,22.709044,19.929478
1928.21172,-2.6022,3.0923,-8.0462,22.702156,19.930717
1929.212076,-2.6083,3.0929,-8.0671,22.712939,19.919687
1930.210525,-2.5555,3.0931,-7.9042,22.720716,19.917858
1931.211041,-2.5947,3.093,-8.0246,22.71043,19.913469
1932.21371,-2.5972,3.0925,-8.0308,22.715754,19.921028
1933.212479,-2.6016,3.0919,-8.0437,22.7047,19.912538
1934.209694,-2.5821,3.0914,-7.9819,22.6962,19.925488
1935.210701,-2.6101,3.0917,-8.069,22.704959,19.903172
1936.212212,-2.5695,3.0912,-7.9425,22.701286,19.909855
1937.214571,-2.5989,3.0918,-8.0347,22.710568,19.918421
1938.21701,-2.5992,3.0914,-8.0346,22.705025,19.920637
1939.215437,-2.5847,3.0922,-7.9918,22.708981,19.922012
1940.21123,-2.6096,3.0903,-8.0636,22.704417,19.918547
1941.21397,-2.5874,3.0915,-7.9983,22.706705,19.914548
1942.214758,-2.578,3.0912,-7.9686,22.710502,19.906878
1943.212364,-2.5872,3.0913,-7.9973,22.707336,19.901112
1944.210725,-2.6012,3.0912,-8.0403,22.704403,19.915942
1945.216935,-2.612,3.0906,-8.0721,22.721516,19.925693
1946.215755,-2.616,3.091,-8.086,22.716368,19.909797
1947.214056,-2.5953,3.0906,-8.0208,22.714942,19.914661
1948.213928,-2.6139,3.0902,-8.0771,22.727282,19.914816
1949.21225,-2.6085,3.0907,-8.0615,22.70267,19.92531
1950.21249,-2.5856,3.091,-7.9911,22.720658,19.91891
1951.213414,-2.5916,3.0898,-8.0071,22.712397,19.914701
1952.215827,-2.6041,3.0906,-8.048,22.725031,19.929588
1953.21351,-2.5832,3.0904,-7.9827,22.728322,19.932887
1954.215384,-2.5796,3.0898,-7.9702,22.71239,19.930982
1955.219073,-2.6029,3.0901,-8.0428,22.726418,19.922094
1956.214517,-2.6073,3.0903,-8.057,22.739362,19.938402
1957.215975,-2.629,3.0882,-8.1182,22.717315,19.935549
1958.216277,-2.601,3.0903,-8.0376,22.726938,19.924096
1959.215798,-2.5796,3.0901,-7.9709,22.71952,19.925543
1960.21511,-2.6093,3.0896,-8.0616,22.713667,19.92893
1961.213024,-2.6149,3.0898,-8.0788,22.73724,19.925169
1962.215351,-2.5995,3.0905,-8.0337,22.724948,19.918769
1963.21271,-2.6028,3.089,-8.0395,22.743802,19.925085
1964.211442,-2.5876,3.0879,-7.9895,22.741087,19.903853
1965.21266,-2.5888,3.089,-7.9962,22.741344,19.90226
1966.212451,-2.6046,3.0893,-8.0459,22.733718,19.903129
1967.212376,-2.6149,3.089,-8.077,22.72934,19.89948
1968.213245,-2.5776,3.0896,-7.9632,22.732265,19.882052
1969.213422,-2.595,3.0897,-8.0174,22.741968,19.865495
1970.211978,-2.6119,3.0891,-8.0679,22.731098,19.871997
1971.216331,-2.5937,3.0888,-8.0111,22.73112,19.882755
1972.217347,-2.586,3.0882,-7.9858,22.742119,19.897113
1973.211998,-2.6172,3.0877,-8.0808,22.751607,19.884414
1974.213203,-2.6224,3.0863,-8.0931,22.738124,19.9168
1975.213212,-2.6103,3.0884,-8.0618,22.732083,19.884461
1976.214083,-2.5813,3.088,-7.9707,22.744268,19.878538
1977.216401,-2.642,3.0875,-8.1567,22.741498,19.882424
1978.213943,-2.6171,3.0875,-8.0797,22.737587,19.874431
1979.214688,-2.6056,3.0877,-8.0453,22.737216,19.894789
1980.212462,-2.6002,3.0872,-8.027,22.732754,19.89772
1981.213714,-2.6101,3.0877,-8.0589,22.730271,19.877091
1982.214316,-2.6103,3.088,-8.0604,22.72481,19.902713
1983.215111,-2.5935,3.0872,-8.0063,22.733693,19.897921
1984.213569,-2.6017,3.0878,-8.0333,22.735223,19.882055
1985.211263,-2.5834,3.088,-7.9777,22.739466,19.889271
1986.212079,-2.5911,3.0876,-8,22.733213,19.883373
1987.211952,-2.6111,3.0869,-8.0599,22.723217,19.881865
1988.213386,-2.607,3.0873,-8.048,22.750956,19.898939
1989.21619,-2.6008,3.0873,-8.029,22.740855,19.876596
1990.215594,-2.6248,3.0856,-8.0983,22.749713,19.87178
1991.213375,-2.6068,3.0872,-8.0477,22.746335,19.861729
1992.214257,-2.6143,3.0872,-8.0711,22.748865,19.886477
1993.213408,-2.6044,3.0868,-8.039,22.728315,19.890308
1994.216086,-2.5883,3.0874,-7.9905,22.73567,19.892499
1995.213153,-2.5874,3.0866,-7.9859,22.757347,19.889799
1996.214862,-2.6032,3.0855,-8.0316,22.741994,19.889955
1997.216164,-2.6035,3.0866,-8.0356,22.739913,19.896383
1998.21349,-2.6158,3.0863,-8.0726,22.741256,19.889955
1999.214406,-2.5973,3.0862,-8.0154,22.741541,19.892462
2000.212787,-2.625,3.0856,-8.0994,22.738849,19.86644
2001.21066,-2.6087,3.0869,-8.0528,22.752248,19.87284
2002.212973,-2.6073,3.0857,-8.0446,22.745438,19.895259
2003.213116,-2.6163,3.086,-8.0735,22.747044,19.896498
2004.212712,-2.6123,3.086,-8.0609,22.752107,19.887507
2005.212565,-2.6188,3.0851,-8.0788,22.737892,19.886953
2006.212182,-2.6234,3.0859,-8.0953,22.755686,19.888504
2007.214029,-2.6138,3.085,-8.0636,22.729177,19.882658
2008.212514,-2.6061,3.0858,-8.0415,22.740094,19.891011
2009.218248,-2.6001,3.0866,-8.0251,22.744313,19.883765
2010.212587,-2.5815,3.0852,-7.9642,22.725691,19.879903
2011.213611,-2.5847,3.0855,-7.9745,22.745076,19.898597
2012.21393,-2.6142,3.0862,-8.0674,22.75945,19.883763
2013.21507,-2.5981,3.0847,-8.014,22.742379,19.86998
2014.215091,-2.5833,3.085,-7.9689,22.750476,19.869213
2015.212386,-2.5908,3.0848,-7.9913,22.747331,19.895305
2016.213508,-2.5835,3.0853,-7.9706,22.731192,19.904298
2017.21449,-2.6148,3.0853,-8.067,22.752815,19.873038
2018.216359,-2.6062,3.0839,-8.0369,22.751944,19.886603
2019.216123,-2.6045,3.0851,-8.0348,22.745055,19.890062
2020.216003,-2.5964,3.0858,-8.0119,22.739539,19.884902
2021.213326,-2.6103,3.0831,-8.0473,22.74286,19.893044
2022.213854,-2.5884,3.084,-7.9825,22.753593,19.887886
2023.21157,-2.6274,3.083,-8.1002,22.760819,19.907717
2024.215019,-2.6142,3.0852,-8.065,22.757731,19.899438
2025.213987,-2.603,3.0837,-8.0264,22.765377,19.893777
2026.211348,-2.5648,3.0833,-7.9078,22.758174,19.896181
2027.212623,-2.5819,3.0846,-7.9639,22.757303,19.887163
2028.21395,-2.6172,3.082,-8.0655,22.767716,19.876501
2029.213598,-2.5924,3.0827,-7.9915,22.752891,19.871634
2030.213335,-2.5844,3.0838,-7.9696,22.750412,19.882476
2031.216443,-2.5972,3.0845,-8.0111,22.767102,19.888103
2032.214194,-2.5651,3.0825,-7.9068,22.756076,19.888895
2033.214127,-2.6099,3.083,-8.0463,22.757288,19.865306
2034.215818,-2.5946,3.0834,-7.9996,22.75607,19.852609
2035.215399,-2.5752,3.0839,-7.9418,22.765726,19.852664
2036.215783,-2.5924,3.0835,-7.9931,22.753535,19.875241
2037.215234,-2.5937,3.0832,-7.9964,22.751129,19.854318
2038.217728,-2.5759,3.0836,-7.9431,22.753033,19.872517
2039.217187,-2.6101,3.0829,-8.0465,22.773732,19.87661
2040.21188,-2.601,3.0827,-8.0179,22.74569,19.865155
2041.213428,-2.6029,3.0824,-8.0229,22.771827,19.886177
2042.213468,-2.5964,3.0825,-8.0035,22.740332,19.87237
2043.213685,-2.5916,3.0833,-7.9902,22.765151,19.87356
2044.214256,-2.6093,3.0821,-8.0416,22.769683,19.886988
2045.21377,-2.6077,3.0818,-8.0365,22.775011,19.885296
2046.216505,-2.5898,3.0818,-7.9807,22.772347,19.880774
2047.21583,-2.5828,3.0816,-7.9587,22.762955,19.895791
2048.212436,-2.6148,3.082,-8.0586,22.779488,19.875347
2049.214332,-2.5884,3.0816,-7.9755,22.770942,19.916385
2050.214097,-2.5803,3.0812,-7.9498,22.767645,19.907898
2051.212903,-2.6053,3.081,-8.0269,22.782387,19.885287
2052.216651,-2.5934,3.0803,-7.9878,22.785023,19.896074
2053.215397,-2.6005,3.0821,-8.0146,22.775023,19.916405
2054.213295,-2.6001,3.0812,-8.0112,22.778528,19.907333
2055.21596,-2.6051,3.0808,-8.0253,22.770615,19.90199
2056.217406,-2.6019,3.0811,-8.0158,22.775149,19.8958
2057.21324,-2.6036,3.0807,-8.0209,22.785487,19.898021
2058.212119,-2.6059,3.0802,-8.0258,22.781163,19.906642
2059.212903,-2.5847,3.0799,-7.9603,22.788334,19.899764
2060.213679,-2.6019,3.08,-8.0138,22.784166,19.894475
2061.212152,-2.5849,3.0808,-7.9633,22.798432,19.898042
2062.212897,-2.6005,3.0812,-8.0123,22.78627,19.918796
2063.213735,-2.5843,3.0796,-7.9584,22.787085,19.89444
2064.21524,-2.5799,3.079,-7.9435,22.773131,19.897479
2065.212658,-2.5898,3.0805,-7.9774,22.786343,19.927013
2066.213022,-2.6023,3.0804,-8.0159,22.805649,19.920086
2067.216406,-2.6109,3.0802,-8.0421,22.805278,19.918973
2068.216134,-2.6262,3.0794,-8.0863,22.800526,19.920872
2069.213447,-2.6038,3.0795,-8.018,22.784938,19.912278
2070.214452,-2.6086,3.0788,-8.031,22.794562,19.924888
2071.212767,-2.6209,3.08,-8.072,22.813232,19.925097
2072.214996,-2.6104,3.0798,-8.0396,22.79606,19.909361
2073.215608,-2.6117,3.0798,-8.0432,22.785483,19.912084
2074.214149,-2.6046,3.0795,-8.0204,22.785531,19.913242
2075.215008,-2.5908,3.0786,-7.9758,22.803754,19.898936
2076.213349,-2.5767,3.0793,-7.9342,22.794101,19.915542
2077.21463,-2.5825,3.0781,-7.949,22.795207,19.901473
2078.213936,-2.5965,3.0788,-7.9944,22.809998,19.914451
2079.213115,-2.6099,3.0787,-8.0349,22.779216,19.900988
2080.21376,-2.6172,3.0773,-8.0534,22.801318,19.902787
2081.212783,-2.612,3.0778,-8.0391,22.803186,19.927241
2082.214137,-2.6043,3.0772,-8.0136,22.804002,19.911401
2083.211474,-2.6011,3.0774,-8.0046,22.792001,19.921581
2084.214213,-2.5794,3.0781,-7.9392,22.793051,19.899681
2085.214462,-2.5877,3.0765,-7.9606,22.812064,19.925777
2086.216318,-2.6074,3.0778,-8.0246,22.79911,19.930188
2087.215981,-2.6138,3.0768,-8.0416,22.799742,19.923048
2088.213958,-2.6016,3.0775,-8.0058,22.815086,19.931768
2089.213352,-2.5737,3.0767,-7.9181,22.823578,19.931398
2090.214706,-2.6018,3.0771,-8.0056,22.804615,19.929415
2091.212675,-2.6181,3.076,-8.0529,22.82637,19.925683
2092.214365,-2.603,3.0772,-8.0097,22.811595,19.927157
2093.214767,-2.6218,3.0758,-8.0637,22.816893,19.925806
2094.214728,-2.6298,3.076,-8.0886,22.813252,19.925487
2095.214484,-2.5969,3.0766,-7.9894,22.822059,19.917289
2096.214402,-2.5951,3.0774,-7.986,22.818889,19.947797
2097.21708,-2.5915,3.0761,-7.9714,22.809578,19.922915
2098.215281,-2.6213,3.0758,-8.0625,22.822921,19.926667
2099.217226,-2.606,3.0761,-8.0159,22.82078,19.936366
2100.215873,-2.6002,3.077,-8.0009,22.812788,19.928354
2101.212584,-2.5975,3.0763,-7.9907,22.834067,19.923405
2102.213438,-2.6009,3.076,-8.0002,22.818977,19.947145
2103.214913,-2.625,3.0761,-8.0746,22.836144,19.934002
2104.213373,-2.5942,3.0759,-7.9788,22.830209,19.931012
2105.209208,-2.6055,3.0757,-8.0135,22.820713,19.945184
2106.213336,-2.5791,3.0768,-7.9348,22.845816,19.936665
2107.214025,-2.617,3.0755,-8.0485,22.84091,19.927304
2108.21443,-2.5816,3.076,-7.9404,22.830754,19.917122
2109.214931,-2.5959,3.0757,-7.9835,22.831225,19.927589
2110.213584,-2.6305,3.0748,-8.0876,22.832569,19.927826
2111.216527,-2.5784,3.0752,-7.9289,22.849762,19.939511
2112.214497,-2.5814,3.0758,-7.9389,22.839711,19.948313
2113.211446,-2.6077,3.0759,-8.021,22.831506,19.936014
2114.216268,-2.5953,3.0749,-7.98,22.838097,19.944844
2115.215112,-2.6193,3.0746,-8.0528,22.84271,19.945397
2116.214406,-2.5945,3.0751,-7.9786,22.844712,19.930376
2117.217536,-2.6142,3.0742,-8.0362,22.848403,19.936668
2118.21097,-2.6064,3.0746,-8.0131,22.835214,19.946396
2119.21433,-2.6085,3.0747,-8.0199,22.855887,19.923812
2120.213319,-2.5865,3.0739,-7.9505,22.842804,19.940309
2121.214686,-2.5771,3.0737,-7.921,22.853562,19.934066
2122.212067,-2.5779,3.0754,-7.9279,22.858888,19.912013
2123.212304,-2.5959,3.0733,-7.9772,22.839317,19.941995
2124.209804,-2.591,3.0734,-7.9626,22.850314,19.950429
2125.215388,-2.5827,3.0728,-7.9357,22.856377,19.956509
2126.213257,-2.5908,3.0739,-7.9635,22.850916,19.949182
2127.213689,-2.6172,3.0742,-8.0455,22.860802,19.942436
2128.213578,-2.5988,3.0729,-7.9858,22.860379,19.940531
2129.215755,-2.6085,3.0734,-8.0165,22.872932,19.950526
2130.216179,-2.6049,3.0728,-8.0043,22.861747,19.946715
2131.216806,-2.5801,3.0738,-7.9298,22.865516,19.955306
2132.216171,-2.6052,3.0722,-8.0034,22.859344,19.969477
2133.215184,-2.6106,3.073,-8.0223,22.862639,19.94909
2134.216702,-2.6009,3.0738,-7.9947,22.868808,19.961198
2135.215844,-2.5899,3.0735,-7.9594,22.867012,19.958287
2136.212608,-2.5936,3.0731,-7.9699,22.8769,19.978195
2137.216146,-2.6076,3.0733,-8.0139,22.891692,19.956008
2138.214559,-2.6219,3.0724,-8.0548,22.89206,19.958228
2139.213996,-2.5974,3.0724,-7.9798,22.891136,19.946197
2140.212804,-2.5754,3.0719,-7.9112,22.886068,19.95222
2141.212867,-2.586,3.0723,-7.9445,22.888442,19.958672
2142.214594,-2.6085,3.0724,-8.0138,22.892791,19.954149
2143.21226,-2.5912,3.0724,-7.961,22.909509,19.954253
2144.21268,-2.6079,3.0723,-8.012,22.901779,19.970934
2145.213142,-2.6012,3.0715,-7.9891,22.908607,19.960012
2146.212865,-2.5969,3.0706,-7.9735,22.916597,19.958029
2147.213401,-2.6314,3.0699,-8.0776,22.896343,19.955489
2148.215666,-2.5869,3.071,-7.944,22.901219,19.961489
2149.213001,-2.6267,3.0714,-8.0675,22.900058,19.979573
2150.212865,-2.604,3.0718,-7.9987,22.904937,19.95263
2151.212762,-2.599,3.0716,-7.9828,22.912028,19.953077
2152.216152,-2.6046,3.0709,-7.9981,22.898946,19.971055
2153.217958,-2.6137,3.0702,-8.0248,22.902479,19.972747
2154.216022,-2.5692,3.0712,-7.8897,22.903058,19.98036
2155.218988,-2.5777,3.0716,-7.9171,22.908568,19.981442
2156.214488,-2.5989,3.0712,-7.9812,22.923018,19.991118
2157.213439,-2.5875,3.0709,-7.9451,22.914422,19.970655
2158.214593,-2.6164,3.0708,-8.0339,22.921697,19.991275
2159.211682,-2.6024,3.0696,-7.9875,22.925968,19.968905
